ds,sku,sales,promo,dayofweek,month,lag_1,lag_7,ma7,ma30
2024-08-30,SKU-3,96,0,4,8,105.0,103.0,100.28571428571429,103.93333333333334
2024-08-31,SKU-3,112,0,5,8,96.0,105.0,101.28571428571429,104.33333333333333
2024-09-01,SKU-3,106,0,6,9,112.0,101.0,102.0,104.63333333333334
2024-09-02,SKU-3,104,0,0,9,106.0,95.0,103.28571428571429,104.5
2024-09-03,SKU-3,110,0,1,9,104.0,96.0,105.28571428571429,104.76666666666667
2024-09-04,SKU-3,141,1,2,9,110.0,104.0,110.57142857142857,105.93333333333334
2024-09-05,SKU-3,102,0,3,9,141.0,105.0,110.14285714285714,105.9
2024-09-06,SKU-3,133,1,4,9,102.0,96.0,115.42857142857143,107.1
2024-09-07,SKU-3,99,0,5,9,133.0,112.0,113.57142857142857,107.0
2024-09-08,SKU-3,105,0,6,9,99.0,106.0,113.42857142857143,107.16666666666667
2024-09-09,SKU-3,102,0,0,9,105.0,104.0,113.14285714285714,106.93333333333334
2024-09-10,SKU-3,99,0,1,9,102.0,110.0,111.57142857142857,106.43333333333334
2024-09-11,SKU-3,103,0,2,9,99.0,141.0,106.14285714285714,106.7
2024-09-12,SKU-3,104,0,3,9,103.0,102.0,106.42857142857143,106.73333333333333
2024-09-13,SKU-3,103,0,4,9,104.0,133.0,102.14285714285714,106.76666666666667
2024-09-14,SKU-3,106,0,5,9,103.0,99.0,103.14285714285714,106.76666666666667
2024-09-15,SKU-3,109,0,6,9,106.0,105.0,103.71428571428571,106.93333333333334
2024-09-16,SKU-3,106,0,0,9,109.0,102.0,104.28571428571429,106.96666666666667
2024-09-17,SKU-3,99,0,1,9,106.0,99.0,104.28571428571429,106.73333333333333
2024-09-18,SKU-3,110,0,2,9,99.0,103.0,105.28571428571429,107.1
2024-09-19,SKU-3,103,0,3,9,110.0,104.0,105.14285714285714,105.83333333333333
2024-09-20,SKU-3,104,0,4,9,103.0,103.0,105.28571428571429,105.86666666666666
2024-09-21,SKU-3,112,0,5,9,104.0,106.0,106.14285714285714,105.9
2024-09-22,SKU-3,110,0,6,9,112.0,109.0,106.28571428571429,106.13333333333334
2024-09-23,SKU-3,108,0,0,9,110.0,106.0,106.57142857142857,106.23333333333333
2024-09-24,SKU-3,140,1,1,9,108.0,99.0,112.42857142857143,107.53333333333333
2024-09-25,SKU-3,102,0,2,9,140.0,110.0,111.28571428571429,107.76666666666667
2024-09-26,SKU-3,106,0,3,9,102.0,103.0,111.71428571428571,108.1
2024-09-27,SKU-3,100,0,4,9,106.0,104.0,111.14285714285714,107.96666666666667
2024-09-28,SKU-3,110,0,5,9,100.0,112.0,110.85714285714286,108.13333333333334
2024-09-29,SKU-3,110,0,6,9,110.0,110.0,110.85714285714286,108.6
2024-09-30,SKU-3,104,0,0,9,110.0,108.0,110.28571428571429,108.33333333333333
2024-10-01,SKU-3,104,0,1,10,104.0,140.0,105.14285714285714,108.26666666666667
2024-10-02,SKU-3,97,0,2,10,104.0,102.0,104.42857142857143,108.03333333333333
2024-10-03,SKU-3,103,0,3,10,97.0,106.0,104.0,107.8
2024-10-04,SKU-3,106,0,4,10,103.0,100.0,104.85714285714286,106.63333333333334
2024-10-05,SKU-3,111,0,5,10,106.0,110.0,105.0,106.93333333333334
2024-10-06,SKU-3,106,0,6,10,111.0,110.0,104.42857142857143,106.03333333333333
2024-10-07,SKU-3,111,0,0,10,106.0,104.0,105.42857142857143,106.43333333333334
2024-10-08,SKU-3,102,0,1,10,111.0,104.0,105.14285714285714,106.33333333333333
2024-10-09,SKU-3,110,0,2,10,102.0,97.0,107.0,106.6
2024-10-10,SKU-3,108,0,3,10,110.0,103.0,107.71428571428571,106.9
2024-10-11,SKU-3,104,0,4,10,108.0,106.0,107.42857142857143,106.93333333333334
2024-10-12,SKU-3,119,0,5,10,104.0,111.0,108.57142857142857,107.43333333333334
2024-10-13,SKU-3,107,0,6,10,119.0,106.0,108.71428571428571,107.56666666666666
2024-10-14,SKU-3,111,0,0,10,107.0,111.0,108.71428571428571,107.73333333333333
2024-10-15,SKU-3,111,0,1,10,111.0,102.0,110.0,107.8
2024-10-16,SKU-3,104,0,2,10,111.0,110.0,109.14285714285714,107.73333333333333
2024-10-17,SKU-3,113,0,3,10,104.0,108.0,109.85714285714286,108.2
2024-10-18,SKU-3,106,0,4,10,113.0,104.0,110.14285714285714,108.06666666666666
2024-10-19,SKU-3,114,0,5,10,106.0,119.0,109.42857142857143,108.43333333333334
2024-10-20,SKU-3,114,0,6,10,114.0,107.0,110.42857142857143,108.76666666666667
2024-10-21,SKU-3,107,0,0,10,114.0,111.0,109.85714285714286,108.6
2024-10-22,SKU-3,111,0,1,10,107.0,111.0,109.85714285714286,108.63333333333334
2024-10-23,SKU-3,112,0,2,10,111.0,104.0,111.0,108.76666666666667
2024-10-24,SKU-3,101,0,3,10,112.0,113.0,109.28571428571429,107.46666666666667
2024-10-25,SKU-3,114,0,4,10,101.0,106.0,110.42857142857143,107.86666666666666
2024-10-26,SKU-3,107,0,5,10,114.0,114.0,109.42857142857143,107.9
2024-10-27,SKU-3,118,0,6,10,107.0,114.0,110.0,108.5
2024-10-28,SKU-3,114,0,0,10,118.0,107.0,111.0,108.63333333333334
2024-10-29,SKU-3,105,0,1,10,114.0,111.0,110.14285714285714,108.46666666666667
2024-10-30,SKU-3,108,0,2,10,105.0,112.0,109.57142857142857,108.6
2024-10-31,SKU-3,105,0,3,10,108.0,101.0,110.14285714285714,108.63333333333334
2024-11-01,SKU-3,109,0,4,11,105.0,114.0,109.42857142857143,109.03333333333333
2024-11-02,SKU-3,114,0,5,11,109.0,107.0,110.42857142857143,109.4
2024-11-03,SKU-3,119,0,6,11,114.0,118.0,110.57142857142857,109.83333333333333
2024-11-04,SKU-3,116,0,0,11,119.0,114.0,110.85714285714286,110.0
2024-11-05,SKU-3,117,0,1,11,116.0,105.0,112.57142857142857,110.36666666666666
2024-11-06,SKU-3,109,0,2,11,117.0,108.0,112.71428571428571,110.3
2024-11-07,SKU-3,110,0,3,11,109.0,105.0,113.42857142857143,110.56666666666666
2024-11-08,SKU-3,104,0,4,11,110.0,109.0,112.71428571428571,110.36666666666666
2024-11-09,SKU-3,113,0,5,11,104.0,114.0,112.57142857142857,110.53333333333333
2024-11-10,SKU-3,121,0,6,11,113.0,119.0,112.85714285714286,111.1
2024-11-11,SKU-3,153,1,0,11,121.0,116.0,118.14285714285714,112.23333333333333
2024-11-12,SKU-3,141,1,1,11,153.0,117.0,121.57142857142857,113.36666666666666
2024-11-13,SKU-3,110,0,2,11,141.0,109.0,121.71428571428571,113.33333333333333
2024-11-14,SKU-3,113,0,3,11,110.0,110.0,122.14285714285714,113.4
2024-11-15,SKU-3,114,0,4,11,113.0,104.0,123.57142857142857,113.73333333333333
2024-11-16,SKU-3,115,0,5,11,114.0,113.0,123.85714285714286,113.8
2024-11-17,SKU-3,120,0,6,11,115.0,121.0,123.71428571428571,114.26666666666667
2024-11-18,SKU-3,112,0,0,11,120.0,153.0,117.85714285714286,114.2
2024-11-19,SKU-3,114,0,1,11,112.0,141.0,114.0,114.2
2024-11-20,SKU-3,116,0,2,11,114.0,110.0,114.85714285714286,114.5
2024-11-21,SKU-3,114,0,3,11,116.0,113.0,115.0,114.6
2024-11-22,SKU-3,113,0,4,11,114.0,114.0,114.85714285714286,114.63333333333334
2024-11-23,SKU-3,119,0,5,11,113.0,115.0,115.42857142857143,115.23333333333333
2024-11-24,SKU-3,120,0,6,11,119.0,120.0,115.42857142857143,115.43333333333334
2024-11-25,SKU-3,114,0,0,11,120.0,112.0,115.71428571428571,115.66666666666667
2024-11-26,SKU-3,115,0,1,11,114.0,114.0,115.85714285714286,115.56666666666666
2024-11-27,SKU-3,123,0,2,11,115.0,116.0,116.85714285714286,115.86666666666666
2024-11-28,SKU-3,118,0,3,11,123.0,114.0,117.42857142857143,116.3
2024-11-29,SKU-3,115,0,4,11,118.0,113.0,117.71428571428571,116.53333333333333
2024-11-30,SKU-3,125,0,5,11,115.0,119.0,118.57142857142857,117.2
2024-12-01,SKU-3,120,0,6,12,125.0,120.0,118.57142857142857,117.56666666666666
2024-12-02,SKU-3,122,0,0,12,120.0,114.0,119.71428571428571,117.83333333333333
2024-12-03,SKU-3,119,0,1,12,122.0,115.0,120.28571428571429,117.83333333333333
2024-12-04,SKU-3,117,0,2,12,119.0,123.0,119.42857142857143,117.86666666666666
2024-12-05,SKU-3,120,0,3,12,117.0,118.0,119.71428571428571,117.96666666666667
2024-12-06,SKU-3,112,0,4,12,120.0,115.0,119.28571428571429,118.06666666666666
2024-12-07,SKU-3,119,0,5,12,112.0,125.0,118.42857142857143,118.36666666666666
2024-12-08,SKU-3,119,0,6,12,119.0,120.0,118.28571428571429,118.86666666666666
2024-12-09,SKU-3,120,0,0,12,119.0,122.0,118.0,119.1
2024-12-10,SKU-3,127,0,1,12,120.0,119.0,119.14285714285714,119.3
2024-12-11,SKU-3,129,0,2,12,127.0,117.0,120.85714285714286,118.5
2024-12-12,SKU-3,123,0,3,12,129.0,120.0,121.28571428571429,117.9
2024-12-13,SKU-3,122,0,4,12,123.0,112.0,122.71428571428571,118.3
2024-12-14,SKU-3,118,0,5,12,122.0,119.0,122.57142857142857,118.46666666666667
2024-12-15,SKU-3,123,0,6,12,118.0,119.0,123.14285714285714,118.76666666666667
2024-12-16,SKU-3,118,0,0,12,123.0,120.0,122.85714285714286,118.86666666666666
2024-12-17,SKU-3,119,0,1,12,118.0,127.0,121.71428571428571,118.83333333333333
2024-12-18,SKU-3,121,0,2,12,119.0,129.0,120.57142857142857,119.13333333333334
2024-12-19,SKU-3,120,0,3,12,121.0,123.0,120.14285714285714,119.33333333333333
2024-12-20,SKU-3,114,0,4,12,120.0,122.0,119.0,119.26666666666667
2024-12-21,SKU-3,130,0,5,12,114.0,118.0,120.71428571428571,119.8
2024-12-22,SKU-3,157,1,6,12,130.0,123.0,125.57142857142857,121.26666666666667
2024-12-23,SKU-3,124,0,0,12,157.0,118.0,126.42857142857143,121.43333333333334
2024-12-24,SKU-3,132,0,1,12,124.0,119.0,128.28571428571428,121.83333333333333
2024-12-25,SKU-3,120,0,2,12,132.0,121.0,128.14285714285714,122.03333333333333
2024-12-26,SKU-3,113,0,3,12,120.0,120.0,127.14285714285714,121.96666666666667
2024-12-27,SKU-3,123,0,4,12,113.0,114.0,128.42857142857142,121.96666666666667
2024-12-28,SKU-3,134,0,5,12,123.0,130.0,129.0,122.5
2024-12-29,SKU-3,138,0,6,12,134.0,157.0,126.28571428571429,123.26666666666667
2024-12-30,SKU-3,154,1,0,12,138.0,124.0,130.57142857142858,124.23333333333333
2024-12-31,SKU-3,127,0,1,12,154.0,132.0,129.85714285714286,124.46666666666667
